ac_id; cust_id; start_datetime; nhours
1;7;'2012-08-18 17:00:00';3
1;12;'2012-08-18 18:30:00';3
2;1;'2012-08-18 08:30:00';3
2;1;'2012-08-18 11:30:00';3
2;2;'2012-08-18 16:00:00';3
2;14;'2012-08-18 18:00:00';3
3;15;'2012-08-18 08:00:00';2
3;15;'2012-08-18 11:00:00';2
3;12;'2012-08-18 13:30:00';2
3;1;'2012-08-18 19:30:00';2
4;16;'2012-08-18 08:00:00';2
4;3;'2012-08-18 09:00:00';2
4;4;'2012-08-18 10:30:00';2
4;3;'2012-08-18 11:30:00';2
4;11;'2012-08-18 12:30:00';2
4;0;'2012-08-18 13:30:00';2
4;0;'2012-08-18 15:00:00';4
4;5;'2012-08-18 17:30:00';2
4;0;'2012-08-18 18:30:00';4
5;0;'2012-08-18 11:00:00';4
6;12;'2012-08-18 09:00:00';2
6;0;'2012-08-18 11:00:00';2
6;4;'2012-08-18 12:00:00';2
6;0;'2012-08-18 13:00:00';2
6;14;'2012-08-18 14:30:00';2
6;0;'2012-08-18 16:30:00';4
6;8;'2012-08-18 19:30:00';2
7;8;'2012-08-18 12:00:00';2
7;8;'2012-08-18 13:30:00';2
7;15;'2012-08-18 15:00:00';2
7;15;'2012-08-18 16:30:00';2
7;1;'2012-08-18 18:30:00';2
8;3;'2012-08-18 08:00:00';1
8;6;'2012-08-18 08:30:00';1
8;16;'2012-08-18 09:30:00';1
8;16;'2012-08-18 11:30:00';2
8;2;'2012-08-18 12:30:00';1
8;16;'2012-08-18 13:00:00';1
8;11;'2012-08-18 13:30:00';1
8;16;'2012-08-18 14:00:00';2
8;0;'2012-08-18 16:00:00';1
8;3;'2012-08-18 16:30:00';1
0;12;'2012-08-19 08:00:00';3
0;16;'2012-08-19 10:30:00';3
0;6;'2012-08-19 13:30:00';3
0;6;'2012-08-19 17:30:00';3
1;10;'2012-08-19 08:00:00';3
1;7;'2012-08-19 11:00:00';3
1;10;'2012-08-19 12:30:00';3
1;0;'2012-08-19 15:30:00';3
2;1;'2012-08-19 09:00:00';3
2;5;'2012-08-19 12:30:00';3
2;14;'2012-08-19 16:30:00';3
2;2;'2012-08-19 18:00:00';3
3;16;'2012-08-19 08:00:00';2
3;10;'2012-08-19 09:30:00';2
3;15;'2012-08-19 11:00:00';4
3;14;'2012-08-19 15:00:00';2
3;3;'2012-08-19 18:30:00';2
4;0;'2012-08-19 09:30:00';6
4;5;'2012-08-19 14:00:00';2
4;1;'2012-08-19 15:30:00';2
4;5;'2012-08-19 16:30:00';2
4;16;'2012-08-19 17:30:00';2
4;1;'2012-08-19 19:00:00';2
5;0;'2012-08-19 17:30:00';2
5;0;'2012-08-19 19:00:00';2
6;0;'2012-08-19 09:00:00';2
6;12;'2012-08-19 10:00:00';2
6;0;'2012-08-19 12:00:00';2
6;11;'2012-08-19 13:30:00';2
6;16;'2012-08-19 14:30:00';2
6;0;'2012-08-19 16:30:00';2
6;0;'2012-08-19 18:30:00';4
7;6;'2012-08-19 08:00:00';2
7;5;'2012-08-19 11:00:00';2
7;13;'2012-08-19 13:30:00';2
7;15;'2012-08-19 17:00:00';2
7;4;'2012-08-19 18:30:00';2
8;0;'2012-08-19 10:00:00';1
8;3;'2012-08-19 11:00:00';1
8;4;'2012-08-19 12:30:00';1
8;6;'2012-08-19 13:00:00';1
8;1;'2012-08-19 15:00:00';1
8;16;'2012-08-19 15:30:00';1
8;2;'2012-08-19 17:00:00';1
8;8;'2012-08-19 17:30:00';1
8;12;'2012-08-19 19:00:00';1
0;10;'2012-08-20 08:30:00';3
0;10;'2012-08-20 10:30:00';3
0;14;'2012-08-20 12:00:00';3
0;4;'2012-08-20 14:30:00';3
0;14;'2012-08-20 16:30:00';3
0;16;'2012-08-20 19:00:00';3
1;9;'2012-08-20 08:00:00';3
1;16;'2012-08-20 09:30:00';3
1;0;'2012-08-20 12:00:00';3
1;10;'2012-08-20 13:30:00';6
1;6;'2012-08-20 16:30:00';3
1;8;'2012-08-20 18:30:00';3
2;8;'2012-08-20 08:30:00';3
2;5;'2012-08-20 10:00:00';6
2;1;'2012-08-20 13:00:00';3
2;1;'2012-08-20 15:00:00';6
2;14;'2012-08-20 19:00:00';3
3;1;'2012-08-20 08:00:00';2
3;4;'2012-08-20 11:00:00';2
3;8;'2012-08-20 12:30:00';2
3;11;'2012-08-20 15:30:00';2
3;3;'2012-08-20 17:30:00';2
4;6;'2012-08-20 08:30:00';2
4;3;'2012-08-20 09:30:00';2
4;6;'2012-08-20 10:30:00';2
4;13;'2012-08-20 11:30:00';2
4;16;'2012-08-20 12:30:00';2
4;5;'2012-08-20 13:30:00';2
4;0;'2012-08-20 14:30:00';2
4;16;'2012-08-20 16:00:00';2
4;16;'2012-08-20 17:30:00';2
4;0;'2012-08-20 18:30:00';2
6;16;'2012-08-20 08:00:00';2
6;13;'2012-08-20 09:00:00';2
6;0;'2012-08-20 10:30:00';2
6;6;'2012-08-20 11:30:00';2
6;11;'2012-08-20 12:30:00';2
6;0;'2012-08-20 14:30:00';2
6;8;'2012-08-20 16:30:00';2
6;6;'2012-08-20 19:00:00';2
7;5;'2012-08-20 08:00:00';2
7;1;'2012-08-20 11:30:00';2
7;17;'2012-08-20 12:30:00';2
7;6;'2012-08-20 14:30:00';2
7;9;'2012-08-20 16:00:00';2
7;17;'2012-08-20 17:30:00';2
8;15;'2012-08-20 10:30:00';1
8;3;'2012-08-20 11:30:00';1
8;0;'2012-08-20 13:30:00';1
8;2;'2012-08-20 14:00:00';1
8;3;'2012-08-20 17:00:00';1
8;2;'2012-08-20 18:00:00';1
0;14;'2012-08-21 09:00:00';6
0;0;'2012-08-21 13:00:00';3
0;0;'2012-08-21 18:00:00';3
1;11;'2012-08-21 09:30:00';3
1;9;'2012-08-21 11:00:00';3
1;10;'2012-08-21 12:30:00';3
1;7;'2012-08-21 14:00:00';3
1;10;'2012-08-21 16:30:00';3
2;15;'2012-08-21 08:00:00';3
2;1;'2012-08-21 09:30:00';3
2;17;'2012-08-21 11:00:00';3
2;2;'2012-08-21 12:30:00';3
2;1;'2012-08-21 15:30:00';3
2;15;'2012-08-21 17:00:00';3
3;8;'2012-08-21 10:30:00';2
3;16;'2012-08-21 12:00:00';2
3;2;'2012-08-21 16:00:00';2
3;1;'2012-08-21 18:30:00';2
4;0;'2012-08-21 08:30:00';2
4;7;'2012-08-21 10:00:00';2
4;13;'2012-08-21 11:00:00';2
4;14;'2012-08-21 12:00:00';2
4;0;'2012-08-21 13:00:00';2
4;16;'2012-08-21 14:30:00';2
4;0;'2012-08-21 16:30:00';2
4;0;'2012-08-21 18:00:00';2
5;0;'2012-08-21 08:00:00';2
5;0;'2012-08-21 18:30:00';2
6;0;'2012-08-21 09:00:00';2
6;0;'2012-08-21 10:30:00';4
6;0;'2012-08-21 14:00:00';2
6;0;'2012-08-21 15:30:00';2
6;0;'2012-08-21 17:00:00';2
6;0;'2012-08-21 19:00:00';2
7;10;'2012-08-21 09:30:00';2
7;13;'2012-08-21 13:00:00';2
7;5;'2012-08-21 15:30:00';2
7;5;'2012-08-21 17:30:00';2
8;11;'2012-08-21 08:00:00';1
8;6;'2012-08-21 09:00:00';1
8;3;'2012-08-21 09:30:00';1
8;16;'2012-08-21 10:00:00';1
8;6;'2012-08-21 10:30:00';1
8;3;'2012-08-21 11:00:00';1
8;3;'2012-08-21 12:00:00';1
8;3;'2012-08-21 13:00:00';1
8;6;'2012-08-21 13:30:00';1
8;16;'2012-08-21 16:00:00';2
8;1;'2012-08-21 19:30:00';1
0;11;'2012-08-22 08:00:00';3
0;5;'2012-08-22 10:00:00';3
0;0;'2012-08-22 11:30:00';6
0;16;'2012-08-22 15:00:00';6
0;11;'2012-08-22 18:00:00';3
1;0;'2012-08-22 08:30:00';3
1;0;'2012-08-22 10:30:00';3
1;0;'2012-08-22 13:00:00';3
1;7;'2012-08-22 15:00:00';3
1;12;'2012-08-22 17:00:00';3
2;10;'2012-08-22 09:00:00';3
2;0;'2012-08-22 10:30:00';3
2;1;'2012-08-22 12:30:00';3
2;11;'2012-08-22 15:00:00';3
2;0;'2012-08-22 16:30:00';6
3;11;'2012-08-22 10:00:00';2
3;3;'2012-08-22 11:30:00';2
3;13;'2012-08-22 13:00:00';2
3;1;'2012-08-22 14:30:00';2
3;17;'2012-08-22 15:30:00';2
3;15;'2012-08-22 16:30:00';2
3;10;'2012-08-22 18:30:00';2
3;15;'2012-08-22 19:30:00';2
4;5;'2012-08-22 08:00:00';2
4;9;'2012-08-22 09:00:00';2
4;14;'2012-08-22 10:00:00';2
4;0;'2012-08-22 11:00:00';2
4;9;'2012-08-22 12:00:00';2
4;0;'2012-08-22 14:00:00';2
4;13;'2012-08-22 15:00:00';2
4;3;'2012-08-22 16:00:00';2
4;6;'2012-08-22 17:00:00';2
4;0;'2012-08-22 18:00:00';4
5;0;'2012-08-22 18:00:00';2
6;8;'2012-08-22 08:30:00';2
6;0;'2012-08-22 09:30:00';2
6;12;'2012-08-22 11:00:00';2
6;0;'2012-08-22 12:00:00';4
6;6;'2012-08-22 14:00:00';2
6;12;'2012-08-22 15:30:00';2
6;0;'2012-08-22 18:00:00';4
7;6;'2012-08-22 09:30:00';2
7;4;'2012-08-22 11:30:00';2
7;8;'2012-08-22 15:00:00';2
7;1;'2012-08-22 16:00:00';2
7;13;'2012-08-22 17:30:00';2
8;8;'2012-08-22 08:00:00';1
8;7;'2012-08-22 11:30:00';1
8;8;'2012-08-22 12:00:00';1
8;6;'2012-08-22 12:30:00';1
8;3;'2012-08-22 15:00:00';1
8;2;'2012-08-22 15:30:00';1
8;15;'2012-08-22 16:00:00';1
8;2;'2012-08-22 17:00:00';1
8;3;'2012-08-22 19:00:00';1
8;4;'2012-08-22 19:30:00';1
8;9;'2012-08-22 20:00:00';1
0;11;'2012-08-23 08:30:00';3
0;14;'2012-08-23 11:30:00';3
0;10;'2012-08-23 13:00:00';3
0;5;'2012-08-23 15:30:00';3
0;12;'2012-08-23 17:00:00';3
1;12;'2012-08-23 09:00:00';3
1;11;'2012-08-23 10:30:00';3
1;0;'2012-08-23 13:00:00';3
1;16;'2012-08-23 14:30:00';3
1;10;'2012-08-23 16:00:00';3
1;9;'2012-08-23 17:30:00';3
1;15;'2012-08-23 19:00:00';3
2;14;'2012-08-23 09:30:00';3
2;1;'2012-08-23 11:00:00';3
2;9;'2012-08-23 13:30:00';3
2;8;'2012-08-23 15:30:00';3
3;15;'2012-08-23 09:30:00';2
3;3;'2012-08-23 10:30:00';2
3;4;'2012-08-23 14:00:00';2
3;1;'2012-08-23 15:00:00';2
3;17;'2012-08-23 16:00:00';2
3;3;'2012-08-23 17:00:00';2
3;16;'2012-08-23 19:00:00';2
4;0;'2012-08-23 08:30:00';4
4;0;'2012-08-23 11:00:00';2
4;11;'2012-08-23 12:00:00';2
4;1;'2012-08-23 13:00:00';2
4;5;'2012-08-23 14:30:00';2
4;14;'2012-08-23 15:30:00';2
4;2;'2012-08-23 16:30:00';2
4;8;'2012-08-23 17:30:00';2
4;3;'2012-08-23 18:30:00';2
5;0;'2012-08-23 12:00:00';2
5;0;'2012-08-23 16:30:00';2
6;1;'2012-08-23 08:00:00';2
6;0;'2012-08-23 09:00:00';4
6;13;'2012-08-23 13:00:00';2
6;12;'2012-08-23 14:00:00';4
6;17;'2012-08-23 18:00:00';2
7;4;'2012-08-23 11:00:00';2
7;8;'2012-08-23 14:00:00';2
7;13;'2012-08-23 16:00:00';2
7;11;'2012-08-23 17:00:00';2
7;10;'2012-08-23 18:30:00';2
7;6;'2012-08-23 19:30:00';2
8;17;'2012-08-23 09:00:00';1
8;16;'2012-08-23 09:30:00';1
8;6;'2012-08-23 10:00:00';1
8;4;'2012-08-23 10:30:00';1
8;3;'2012-08-23 13:00:00';1
8;3;'2012-08-23 14:30:00';2
8;9;'2012-08-23 15:30:00';1
8;1;'2012-08-23 16:00:00';1
8;16;'2012-08-23 17:30:00';1
8;16;'2012-08-23 18:30:00';1
8;17;'2012-08-23 19:00:00';1
8;16;'2012-08-23 20:00:00';1
0;14;'2012-08-24 09:00:00';3
0;2;'2012-08-24 11:00:00';3
0;0;'2012-08-24 12:30:00';6
0;6;'2012-08-24 15:30:00';3
0;16;'2012-08-24 17:00:00';3
0;8;'2012-08-24 19:00:00';3
1;12;'2012-08-24 08:00:00';3
1;9;'2012-08-24 09:30:00';3
1;0;'2012-08-24 11:30:00';3
1;8;'2012-08-24 13:00:00';3
1;10;'2012-08-24 15:30:00';3
1;12;'2012-08-24 18:00:00';3
2;13;'2012-08-24 08:00:00';3
2;0;'2012-08-24 11:00:00';3
2;15;'2012-08-24 13:00:00';3
2;16;'2012-08-24 15:00:00';3
2;12;'2012-08-24 16:30:00';3
3;1;'2012-08-24 08:30:00';2
3;3;'2012-08-24 11:00:00';2
3;17;'2012-08-24 14:00:00';2
3;8;'2012-08-24 16:30:00';2
3;15;'2012-08-24 17:30:00';2
3;10;'2012-08-24 18:30:00';2
4;0;'2012-08-24 08:00:00';2
4;3;'2012-08-24 10:00:00';2
4;9;'2012-08-24 12:00:00';2
4;14;'2012-08-24 13:00:00';2
4;3;'2012-08-24 14:00:00';2
4;0;'2012-08-24 17:00:00';2
4;3;'2012-08-24 18:00:00';2
4;0;'2012-08-24 19:00:00';2
5;0;'2012-08-24 18:30:00';2
6;6;'2012-08-24 09:30:00';2
6;0;'2012-08-24 11:00:00';2
6;14;'2012-08-24 12:00:00';2
6;0;'2012-08-24 14:30:00';2
6;11;'2012-08-24 17:00:00';2
6;14;'2012-08-24 18:30:00';2
6;0;'2012-08-24 19:30:00';2
7;15;'2012-08-24 09:30:00';2
7;17;'2012-08-24 13:00:00';2
7;13;'2012-08-24 14:00:00';2
7;4;'2012-08-24 17:00:00';2
7;2;'2012-08-24 18:30:00';2
8;3;'2012-08-24 08:30:00';1
8;16;'2012-08-24 11:00:00';1
8;16;'2012-08-24 13:30:00';1
8;14;'2012-08-24 14:00:00';1
8;14;'2012-08-24 17:30:00';1
0;8;'2012-08-25 08:00:00';3
0;7;'2012-08-25 11:00:00';3
0;0;'2012-08-25 12:30:00';3
0;5;'2012-08-25 14:00:00';3
0;0;'2012-08-25 15:30:00';3
0;17;'2012-08-25 17:00:00';3
1;9;'2012-08-25 08:00:00';3
1;11;'2012-08-25 11:30:00';3
1;0;'2012-08-25 13:30:00';9
1;15;'2012-08-25 18:30:00';3
2;2;'2012-08-25 08:00:00';3
2;1;'2012-08-25 09:30:00';3
2;14;'2012-08-25 11:00:00';3
2;1;'2012-08-25 12:30:00';3
2;1;'2012-08-25 16:30:00';3
3;16;'2012-08-25 08:00:00';2
3;16;'2012-08-25 09:30:00';2
3;0;'2012-08-25 12:00:00';2
3;15;'2012-08-25 14:30:00';2
3;11;'2012-08-25 18:30:00';2
3;3;'2012-08-25 19:30:00';2
4;14;'2012-08-25 08:00:00';2
4;0;'2012-08-25 09:30:00';2
4;6;'2012-08-25 10:30:00';2
4;10;'2012-08-25 11:30:00';2
4;3;'2012-08-25 12:30:00';2
4;11;'2012-08-25 14:00:00';2
4;13;'2012-08-25 15:30:00';4
4;3;'2012-08-25 17:30:00';2
5;11;'2012-08-25 08:00:00';2
5;0;'2012-08-25 14:30:00';2
6;0;'2012-08-25 08:30:00';4
6;0;'2012-08-25 11:00:00';2
6;12;'2012-08-25 14:00:00';2
6;0;'2012-08-25 18:30:00';2
6;6;'2012-08-25 19:30:00';2
7;15;'2012-08-25 08:30:00';2
7;2;'2012-08-25 09:30:00';2
7;4;'2012-08-25 11:00:00';2
7;13;'2012-08-25 14:00:00';2
7;8;'2012-08-25 15:00:00';2
7;0;'2012-08-25 19:00:00';2
8;15;'2012-08-25 08:00:00';1
8;3;'2012-08-25 09:30:00';3
8;16;'2012-08-25 11:00:00';1
8;2;'2012-08-25 12:00:00';1
8;16;'2012-08-25 12:30:00';2
8;3;'2012-08-25 13:30:00';1
8;16;'2012-08-25 14:30:00';1
8;6;'2012-08-25 15:00:00';1
8;3;'2012-08-25 15:30:00';3
8;2;'2012-08-25 17:30:00';1
8;16;'2012-08-25 19:00:00';1
0;11;'2012-08-26 08:30:00';3
0;6;'2012-08-26 10:30:00';3
0;11;'2012-08-26 12:00:00';3
0;0;'2012-08-26 15:00:00';3
0;6;'2012-08-26 17:00:00';3
0;5;'2012-08-26 19:00:00';3
1;12;'2012-08-26 08:30:00';3
1;11;'2012-08-26 10:30:00';3
1;0;'2012-08-26 13:00:00';6
1;13;'2012-08-26 16:00:00';3
1;0;'2012-08-26 17:30:00';3
2;1;'2012-08-26 08:30:00';3
2;16;'2012-08-26 10:00:00';3
2;1;'2012-08-26 11:30:00';3
2;1;'2012-08-26 15:30:00';3
2;0;'2012-08-26 17:30:00';3
3;3;'2012-08-26 08:00:00';2
3;13;'2012-08-26 13:00:00';2
3;10;'2012-08-26 16:00:00';2
3;0;'2012-08-26 18:00:00';2
3;6;'2012-08-26 19:30:00';2
4;0;'2012-08-26 08:00:00';4
4;14;'2012-08-26 10:00:00';2
4;0;'2012-08-26 11:30:00';2
4;10;'2012-08-26 13:00:00';2
4;0;'2012-08-26 15:30:00';2
4;3;'2012-08-26 18:30:00';2
5;0;'2012-08-26 08:00:00';2
6;0;'2012-08-26 08:00:00';2
6;0;'2012-08-26 11:00:00';2
6;12;'2012-08-26 12:00:00';2
6;0;'2012-08-26 15:00:00';2
6;12;'2012-08-26 16:00:00';2
6;0;'2012-08-26 18:30:00';4
7;4;'2012-08-26 08:00:00';2
7;17;'2012-08-26 10:00:00';2
7;8;'2012-08-26 11:30:00';2
7;4;'2012-08-26 13:30:00';2
7;7;'2012-08-26 16:30:00';2
7;7;'2012-08-26 18:00:00';2
7;0;'2012-08-26 19:00:00';2
8;15;'2012-08-26 08:00:00';1
8;3;'2012-08-26 09:30:00';1
8;3;'2012-08-26 10:30:00';2
8;16;'2012-08-26 11:30:00';1
8;3;'2012-08-26 12:00:00';1
8;15;'2012-08-26 12:30:00';1
8;3;'2012-08-26 14:00:00';1
8;16;'2012-08-26 14:30:00';1
8;3;'2012-08-26 15:30:00';1
8;0;'2012-08-26 16:00:00';1
8;0;'2012-08-26 17:00:00';1
8;3;'2012-08-26 18:00:00';1
8;8;'2012-08-26 20:00:00';1
0;0;'2012-08-27 09:00:00';3
0;5;'2012-08-27 10:30:00';3
0;17;'2012-08-27 13:00:00';3
0;7;'2012-08-27 15:30:00';3
0;0;'2012-08-27 17:30:00';6
1;12;'2012-08-27 08:30:00';3
1;0;'2012-08-27 11:00:00';3
1;9;'2012-08-27 12:30:00';3
1;8;'2012-08-27 14:30:00';3
1;9;'2012-08-27 16:30:00';3
1;10;'2012-08-27 18:30:00';3
2;0;'2012-08-27 08:00:00';3
2;0;'2012-08-27 11:00:00';3
2;2;'2012-08-27 14:30:00';3
2;2;'2012-08-27 16:30:00';3
3;15;'2012-08-27 09:30:00';2
3;0;'2012-08-27 11:30:00';2
3;11;'2012-08-27 14:00:00';2
3;16;'2012-08-27 17:00:00';2
3;16;'2012-08-27 19:30:00';2
4;9;'2012-08-27 08:30:00';2
4;5;'2012-08-27 09:30:00';2
4;3;'2012-08-27 10:30:00';2
4;0;'2012-08-27 12:00:00';2
4;8;'2012-08-27 13:30:00';2
4;13;'2012-08-27 14:30:00';2
4;11;'2012-08-27 15:30:00';2
4;0;'2012-08-27 16:30:00';2
4;11;'2012-08-27 18:00:00';2
4;12;'2012-08-27 19:00:00';2
5;20;'2012-08-27 09:00:00';2
5;0;'2012-08-27 10:30:00';2
5;12;'2012-08-27 14:00:00';2
6;0;'2012-08-27 08:00:00';2
6;0;'2012-08-27 09:30:00';4
6;6;'2012-08-27 13:00:00';2
6;0;'2012-08-27 15:00:00';2
6;12;'2012-08-27 16:30:00';2
6;0;'2012-08-27 17:30:00';2
6;1;'2012-08-27 19:00:00';2
7;17;'2012-08-27 09:00:00';2
7;4;'2012-08-27 10:30:00';2
7;2;'2012-08-27 12:30:00';2
7;14;'2012-08-27 13:30:00';2
7;4;'2012-08-27 14:30:00';2
7;13;'2012-08-27 17:00:00';2
7;8;'2012-08-27 18:00:00';2
7;15;'2012-08-27 19:00:00';2
8;9;'2012-08-27 08:00:00';1
8;16;'2012-08-27 10:00:00';1
8;16;'2012-08-27 11:00:00';3
8;3;'2012-08-27 13:30:00';1
8;9;'2012-08-27 14:30:00';1
8;16;'2012-08-27 15:00:00';1
8;4;'2012-08-27 15:30:00';1
8;12;'2012-08-27 16:00:00';1
8;11;'2012-08-27 17:00:00';1
8;3;'2012-08-27 20:00:00';1
0;11;'2012-08-28 08:30:00';3
0;14;'2012-08-28 10:00:00';3
0;10;'2012-08-28 11:30:00';3
0;17;'2012-08-28 14:30:00';3
0;6;'2012-08-28 16:00:00';3
0;16;'2012-08-28 17:30:00';3
1;12;'2012-08-28 08:30:00';3
1;11;'2012-08-28 13:00:00';3
1;9;'2012-08-28 14:30:00';3
1;12;'2012-08-28 19:00:00';3
2;17;'2012-08-28 08:30:00';3
2;1;'2012-08-28 10:30:00';3
2;2;'2012-08-28 12:00:00';3
2;1;'2012-08-28 13:30:00';9
2;0;'2012-08-28 18:00:00';3
3;8;'2012-08-28 11:30:00';2
3;15;'2012-08-28 13:00:00';2
3;20;'2012-08-28 14:00:00';2
3;17;'2012-08-28 18:30:00';2
4;8;'2012-08-28 08:30:00';2
4;3;'2012-08-28 10:30:00';2
4;0;'2012-08-28 11:30:00';4
4;17;'2012-08-28 13:30:00';2
4;10;'2012-08-28 15:30:00';2
4;0;'2012-08-28 16:30:00';2
4;13;'2012-08-28 18:30:00';2
4;20;'2012-08-28 19:30:00';2
5;0;'2012-08-28 09:00:00';2
5;7;'2012-08-28 10:30:00';2
5;0;'2012-08-28 16:00:00';2
5;0;'2012-08-28 18:00:00';2
6;6;'2012-08-28 08:00:00';2
6;0;'2012-08-28 10:30:00';4
6;14;'2012-08-28 12:30:00';2
6;12;'2012-08-28 18:00:00';2
7;13;'2012-08-28 08:00:00';2
7;2;'2012-08-28 09:00:00';2
7;8;'2012-08-28 10:00:00';2
7;9;'2012-08-28 13:30:00';2
7;15;'2012-08-28 14:30:00';2
7;4;'2012-08-28 17:00:00';2
7;2;'2012-08-28 18:00:00';2
7;4;'2012-08-28 19:00:00';2
8;16;'2012-08-28 08:00:00';1
8;3;'2012-08-28 09:30:00';1
8;16;'2012-08-28 10:00:00';1
8;2;'2012-08-28 11:30:00';1
8;12;'2012-08-28 12:00:00';1
8;16;'2012-08-28 13:00:00';1
8;4;'2012-08-28 13:30:00';1
8;16;'2012-08-28 15:30:00';1
8;3;'2012-08-28 17:00:00';2
8;0;'2012-08-28 19:00:00';1
0;0;'2012-08-29 08:30:00';3
0;7;'2012-08-29 11:30:00';3
0;10;'2012-08-29 13:30:00';3
0;0;'2012-08-29 16:00:00';3
0;9;'2012-08-29 17:30:00';3
0;0;'2012-08-29 19:00:00';3
1;12;'2012-08-29 08:00:00';3
1;10;'2012-08-29 10:00:00';3
1;9;'2012-08-29 13:30:00';3
1;10;'2012-08-29 16:30:00';3
1;8;'2012-08-29 18:00:00';3
2;1;'2012-08-29 08:30:00';3
2;1;'2012-08-29 10:30:00';3
2;8;'2012-08-29 12:00:00';3
2;8;'2012-08-29 14:00:00';3
2;6;'2012-08-29 15:30:00';3
2;1;'2012-08-29 17:30:00';3
2;11;'2012-08-29 19:00:00';3
3;3;'2012-08-29 08:30:00';2
3;3;'2012-08-29 10:30:00';2
3;1;'2012-08-29 14:00:00';2
3;14;'2012-08-29 16:00:00';2
3;16;'2012-08-29 17:00:00';2
3;3;'2012-08-29 18:30:00';4
4;0;'2012-08-29 08:30:00';2
4;13;'2012-08-29 10:00:00';2
4;0;'2012-08-29 11:00:00';2
4;1;'2012-08-29 12:00:00';2
4;0;'2012-08-29 13:00:00';4
4;5;'2012-08-29 15:00:00';2
4;0;'2012-08-29 16:30:00';2
4;14;'2012-08-29 18:00:00';2
4;20;'2012-08-29 19:30:00';2
6;0;'2012-08-29 08:00:00';2
6;6;'2012-08-29 10:30:00';4
6;0;'2012-08-29 13:00:00';2
6;0;'2012-08-29 15:30:00';2
6;12;'2012-08-29 17:30:00';2
6;12;'2012-08-29 19:00:00';2
7;8;'2012-08-29 10:00:00';2
7;15;'2012-08-29 13:00:00';2
7;4;'2012-08-29 15:00:00';2
7;2;'2012-08-29 16:30:00';2
7;13;'2012-08-29 17:30:00';2
7;4;'2012-08-29 18:30:00';2
7;8;'2012-08-29 19:30:00';2
8;15;'2012-08-29 08:00:00';1
8;0;'2012-08-29 11:30:00';1
8;3;'2012-08-29 13:30:00';1
8;16;'2012-08-29 14:00:00';1
8;3;'2012-08-29 15:00:00';2
8;0;'2012-08-29 17:30:00';1
8;16;'2012-08-29 18:30:00';1
8;1;'2012-08-29 19:30:00';1
0;0;'2012-08-30 08:00:00';3
0;17;'2012-08-30 09:30:00';3
0;5;'2012-08-30 12:30:00';3
0;0;'2012-08-30 14:00:00';3
0;5;'2012-08-30 16:00:00';3
1;8;'2012-08-30 08:00:00';3
1;10;'2012-08-30 12:30:00';3
1;11;'2012-08-30 14:00:00';3
1;0;'2012-08-30 16:00:00';3
1;0;'2012-08-30 19:00:00';3
2;1;'2012-08-30 11:00:00';3
2;15;'2012-08-30 12:30:00';3
2;1;'2012-08-30 14:00:00';3
2;7;'2012-08-30 17:00:00';3
2;21;'2012-08-30 19:00:00';3
3;10;'2012-08-30 08:00:00';2
3;6;'2012-08-30 09:30:00';2
3;14;'2012-08-30 12:30:00';2
3;20;'2012-08-30 15:00:00';2
3;20;'2012-08-30 16:30:00';2
3;16;'2012-08-30 17:30:00';2
3;6;'2012-08-30 19:30:00';2
4;0;'2012-08-30 08:00:00';2
4;13;'2012-08-30 09:00:00';2
4;0;'2012-08-30 10:00:00';2
4;10;'2012-08-30 14:30:00';2
4;11;'2012-08-30 15:30:00';2
4;1;'2012-08-30 16:30:00';2
4;0;'2012-08-30 18:30:00';2
6;12;'2012-08-30 08:00:00';6
6;12;'2012-08-30 11:30:00';2
6;0;'2012-08-30 13:00:00';4
6;0;'2012-08-30 15:30:00';2
6;12;'2012-08-30 16:30:00';2
6;0;'2012-08-30 17:30:00';2
7;0;'2012-08-30 11:30:00';2
7;4;'2012-08-30 14:30:00';2
7;15;'2012-08-30 17:30:00';2
7;8;'2012-08-30 19:00:00';2
8;1;'2012-08-30 08:00:00';1
8;21;'2012-08-30 10:00:00';1
8;3;'2012-08-30 10:30:00';1
8;20;'2012-08-30 11:00:00';1
8;17;'2012-08-30 12:30:00';1
8;3;'2012-08-30 13:00:00';1
8;2;'2012-08-30 14:00:00';1
8;21;'2012-08-30 15:30:00';3
8;3;'2012-08-30 18:00:00';1
8;6;'2012-08-30 19:00:00';1
8;16;'2012-08-30 19:30:00';1
8;9;'2012-08-30 20:00:00';1
0;5;'2012-08-31 09:00:00';3
0;0;'2012-08-31 10:30:00';3
0;11;'2012-08-31 12:00:00';3
0;6;'2012-08-31 14:30:00';3
0;2;'2012-08-31 16:30:00';3
0;5;'2012-08-31 19:00:00';3
1;0;'2012-08-31 08:00:00';3
1;0;'2012-08-31 10:30:00';3
1;12;'2012-08-31 12:00:00';3
1;8;'2012-08-31 13:30:00';3
1;10;'2012-08-31 15:00:00';6
1;8;'2012-08-31 18:30:00';3
2;2;'2012-08-31 08:30:00';3
2;0;'2012-08-31 11:00:00';3
2;16;'2012-08-31 12:30:00';3
2;21;'2012-08-31 14:00:00';3
2;21;'2012-08-31 17:00:00';3
2;0;'2012-08-31 19:00:00';3
3;20;'2012-08-31 09:00:00';2
3;10;'2012-08-31 10:30:00';2
3;3;'2012-08-31 12:30:00';2
3;20;'2012-08-31 19:30:00';2
4;0;'2012-08-31 08:30:00';2
4;0;'2012-08-31 10:00:00';2
